f_property_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_since_last,d_,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_hot_tub,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_trash_compactor,d_waterfront,d_window_ac_unit,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_fridge,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_conditioner,d_bodygel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_host_is_superhost,d_host_identity_verified,local_price,id,neighbourhood_cleansed,room_type,property_type,ln_price,flag_n_bedrooms,flag_review_scores_rating,flag_reviews_per_month,flag_days_since_last,f_bathroom,f_bedrooms,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
apartment,Fatih,52.21238938053097,4,1,1,2,3.33,3,0.09,2,361,872,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,708,2545351,Fatih,Entire home/apt,apartment,3.9553198111814702,0,0,0,0,1,2,1,1,2,1
apartment,Fatih,28.392330383480825,2,1,1,1,4.05,22,0.29,3,304,114,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,385,2547948,Fatih,Entire home/apt,apartment,3.346119051775535,0,0,0,0,1,2,1,2,2,1
condo,Bahcelievler,60.7669616519174,3,1,1,2,4.5,2,0.02,5,365,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,824,2614081,Bahcelievler,Entire home/apt,condo,4.107046247397222,0,0,0,0,1,2,1,2,2,1
apartment,Atasehir,41.00294985250737,4,2,2,2,4.82,0,0.8,10,362,37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,556,2793242,Atasehir,Entire home/apt,apartment,3.713644011738333,0,1,1,1,2,2,1,2,1,1
loft,Fatih,47.27138643067846,2,1,1,1,4.67,6,0.07,2,365,801,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,641,2856961,Fatih,Entire home/apt,loft,3.8559051744084205,0,0,0,0,1,2,1,2,2,1
loft,Beyoglu,17.182890855457227,2,1,1,2,4.82,0,0.8,1,363,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,233,2891320,Beyoglu,Entire home/apt,loft,2.8439141710534512,0,1,1,1,1,2,1,2,1,1
loft,Beyoglu,69.69026548672566,6,1,2,3,4.38,13,0.16,3,291,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,945,3160121,Beyoglu,Entire home/apt,loft,4.244060644981493,0,0,0,0,1,2,2,2,2,1
apartment,Fatih,66.96165191740413,6,2,2,4,4.23,13,0.34,7,362,164,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,908,3355353,Fatih,Entire home/apt,apartment,4.204120096089044,0,0,0,0,2,2,2,2,2,1
loft,Beyoglu,66.44542772861357,6,1,3,3,4.75,215,3.68,2,352,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,901,3357150,Beyoglu,Entire home/apt,loft,4.196380975096089,0,0,0,0,1,3,2,2,3,1
apartment,Beyoglu,46.017699115044245,3,1,2,2,4.47,160,1.76,2,348,10,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,624,3443462,Beyoglu,Entire home/apt,apartment,3.829026085857178,0,0,0,0,1,2,1,2,3,1
apartment,Beyoglu,48.67256637168141,2,1,1,1,4.42,304,3.42,1,349,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,660,3491918,Beyoglu,Entire home/apt,apartment,3.8851155525082217,0,0,0,0,1,2,1,2,3,1
apartment,Beyoglu,36.209439528023594,4,1,2,3,4.36,118,1.39,2,318,11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,491,3632907,Beyoglu,Entire home/apt,apartment,3.589319845282271,0,0,0,0,1,2,2,2,3,1
apartment,Beyoglu,27.507374631268437,2,1,1,1,4.44,62,0.69,1,343,40,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,373,3683444,Beyoglu,Entire home/apt,apartment,3.314454137131566,0,0,0,0,1,2,1,2,3,1
apartment,Beyoglu,62.90560471976401,4,1,1,2,4.66,82,0.91,1,353,13,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,853,3683927,Beyoglu,Entire home/apt,apartment,4.1416352649794295,0,0,0,0,1,2,1,2,3,1
apartment,Beyoglu,42.772861356932154,3,1,1,2,4.73,79,1.01,1,355,22,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,580,3746735,Beyoglu,Entire home/apt,apartment,3.7559038210282156,0,0,0,0,1,2,1,2,3,1
apartment,Beyoglu,45.28023598820059,2,1,0,1,4.5,103,1.15,1,360,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,614,3755205,Beyoglu,Entire home/apt,apartment,3.812870645634893,0,0,0,0,1,1,1,2,3,1
apartment,Sariyer,44.469026548672566,2,1,1,2,3.75,4,0.66,3,270,31,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,603,4075029,Sariyer,Entire home/apt,apartment,3.794792914214936,0,0,0,0,1,2,1,1,2,1
loft,Adalar,26.91740412979351,4,1,2,6,4.82,0,0.8,30,364,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,4111007,Adalar,Entire home/apt,loft,3.292773071070242,0,1,1,1,1,2,3,2,1,3
apartment,Esenyurt,29.35103244837758,2,1,0,1,4.82,0,0.8,1,364,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,398,4129005,Esenyurt,Entire home/apt,apartment,3.3793277227721883,0,1,1,1,1,1,1,2,1,1
apartment,Esenyurt,41.8141592920354,4,1,1,2,5,2,0.07,1,364,846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,567,4144678,Esenyurt,Entire home/apt,apartment,3.7332350212155028,0,0,0,0,1,2,1,2,2,1
apartment,Esenyurt,28.023598820058996,2,1,0,1,4.43,7,0.19,1,364,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,380,4144879,Esenyurt,Entire home/apt,apartment,3.3330469702081817,0,0,0,0,1,1,1,2,2,1
apartment,Esenyurt,28.318584070796458,2,1,0,1,3.5,2,0.06,1,364,1055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,384,4151263,Esenyurt,Entire home/apt,apartment,3.343518270075477,0,0,0,0,1,1,1,1,2,1
loft,Adalar,26.91740412979351,6,1,2,5,4.82,0,0.8,30,362,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,365,4171789,Adalar,Entire home/apt,loft,3.292773071070242,0,1,1,1,1,2,3,2,1,3
apartment,Beyoglu,34.292035398230084,3,1,1,1,4.07,203,2.4,1,348,24,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,465,4367314,Beyoglu,Entire home/apt,apartment,3.5349131230751065,0,0,0,0,1,2,1,2,3,1
apartment,Beyoglu,70.13274336283186,6,1,2,3,4.48,28,0.33,1,356,18,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,951,4478215,Beyoglu,Entire home/apt,apartment,4.2503897800331405,0,0,0,0,1,2,2,2,2,1
apartment,Sisli,28.392330383480825,4,1,1,2,4.5,2,0.02,15,327,435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,385,4600392,Sisli,Entire home/apt,apartment,3.346119051775535,0,0,0,0,1,2,1,2,2,2
apartment,Beyoglu,35.02949852507375,6,1,3,3,4.4,5,0.15,14,88,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,475,4755485,Beyoglu,Entire home/apt,apartment,3.556190521522392,0,0,0,0,1,3,2,2,2,2
condo,Sisli,55.309734513274336,3,1,1,1,4.82,0,0.8,30,174,37,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,750,4763430,Sisli,Entire home/apt,condo,4.012948924018106,0,1,1,1,1,2,1,2,1,3
apartment,Beyoglu,22.787610619469024,4,1,2,3,4.82,0,0.8,60,349,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,309,4837962,Beyoglu,Entire home/apt,apartment,3.126216994385496,0,1,1,1,1,2,2,2,1,3
apartment,Kadikoy,59.660766961651916,4,1.5,2,2,4.48,22,0.26,1,364,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,809,4894884,Kadikoy,Entire home/apt,apartment,4.088674634546242,0,0,0,0,2,2,1,2,2,1
apartment,Beyoglu,29.277286135693213,4,1,1,2,4.68,25,0.31,7,340,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,397,4966009,Beyoglu,Entire home/apt,apartment,3.376811998174941,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,31.78466076696165,2,1,1,1,4.43,99,1.18,1,341,11,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,431,4980453,Beyoglu,Entire home/apt,apartment,3.458983807591498,0,0,0,0,1,2,1,2,3,1
apartment,Beyoglu,26.03244837758112,4,1,1,2,4.58,36,0.44,7,359,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,353,5228368,Beyoglu,Entire home/apt,apartment,3.259343774421047,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,37.97935103244838,4,1,1,1,4.62,47,0.6,7,358,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,515,5228870,Beyoglu,Entire home/apt,apartment,3.6370426181514866,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,21.607669616519175,2,1,0,2,4.75,81,0.97,2,347,56,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,293,5267990,Beyoglu,Entire home/apt,apartment,3.073048326504818,0,0,0,0,1,1,1,2,3,1
apartment,Fatih,40.56047197640118,4,1,1,2,4.89,38,0.46,2,348,152,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,550,5276885,Fatih,Entire home/apt,apartment,3.7027939957142673,0,0,0,0,1,2,1,2,2,1
apartment,Fatih,63.200589970501476,4,1,2,4,4.4,108,1.32,2,356,11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,857,5360506,Fatih,Entire home/apt,apartment,4.14631363608553,0,0,0,0,1,2,2,2,3,1
apartment,Fatih,55.75221238938053,4,1,2,2,4.57,99,1.2,2,353,20,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,756,5360777,Fatih,Entire home/apt,apartment,4.020917093667284,0,0,0,0,1,2,1,2,3,1
loft,Beyoglu,38.716814159292035,3,1,2,1,2.5,2,0.02,1,365,1459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,525,5385373,Beyoglu,Entire home/apt,loft,3.656273980079374,0,0,0,0,1,2,1,1,2,1
condo,Kadikoy,46.017699115044245,5,1,3,3,4.67,12,0.28,3,333,627,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,624,5510856,Kadikoy,Entire home/apt,condo,3.829026085857178,0,0,0,0,1,3,2,2,2,1
loft,Kadikoy,71.09144542772862,3,1,1,1,4.82,69,1.37,2,146,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,964,5574192,Kadikoy,Entire home/apt,loft,4.263967012098296,0,0,0,0,1,2,1,2,3,1
apartment,Beyoglu,22.787610619469024,2,1,1,1,4.72,47,0.6,7,344,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,309,5981864,Beyoglu,Entire home/apt,apartment,3.126216994385496,0,0,0,0,1,2,1,2,2,1
condo,Beyoglu,53.83480825958702,5,1,2,2,4.89,130,2.05,4,125,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,730,6207018,Beyoglu,Entire home/apt,condo,3.9859202516301875,0,0,0,0,1,2,1,2,3,1
apartment,Besiktas,45.57522123893805,4,1,2,3,4.95,19,0.24,3,302,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,618,6280610,Besiktas,Entire home/apt,apartment,3.819364174945441,0,0,0,0,1,2,2,2,2,1
apartment,Bagcilar,47.27138643067846,4,2,2,2,5,4,0.87,3,326,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,641,6284736,Bagcilar,Entire home/apt,apartment,3.8559051744084205,0,0,0,0,2,2,1,2,2,1
apartment,Beyoglu,45.35398230088495,5,1,1,3,4.81,99,1.3,1,357,16,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,615,6422060,Beyoglu,Entire home/apt,apartment,3.814497985294268,0,0,0,0,1,2,2,2,3,1
